person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,total_loan_cost,disposable_income_est,emp_to_age_ratio,cred_hist_to_age_ratio,high_risk_flag
26.0,56000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000.0,11.14,0,0.14,N,4.0,20-25,middle,medium,8891.199999999999,48000.0,0.0,0.15384615384615385,0
22.0,25000.0,RENT,0.0,PERSONAL,A,7500.0,7.51,0,0.3,N,4.0,20-25,low,medium,8063.25,17500.0,0.0,0.18181818181818182,0
24.0,56000.0,MORTGAGE,5.0,VENTURE,A,13000.0,8.94,0,0.23,N,3.0,20-25,middle,large,14162.199999999999,43000.0,0.20833333333333334,0.125,0
22.0,25200.0,RENT,7.0,MEDICAL,D,7500.0,14.96,1,0.3,N,3.0,20-25,low-middle,medium,8622.0,17700.0,0.3181818181818182,0.13636363636363635,0
26.0,26000.0,RENT,2.0,PERSONAL,B,7500.0,12.18,0,0.29,N,2.0,20-25,low-middle,medium,8413.5,18500.0,0.07692307692307693,0.07692307692307693,0
23.0,56000.0,MORTGAGE,1.0,MEDICAL,A,10000.0,8.59,0,0.18,N,3.0,20-25,middle,medium,10859.0,46000.0,0.043478260869565216,0.13043478260869565,0
23.0,56000.0,MORTGAGE,7.0,PERSONAL,F,13750.0,18.43,0,0.25,N,2.0,20-25,middle,large,16284.124999999998,42250.0,0.30434782608695654,0.08695652173913043,0
23.0,26400.0,RENT,8.0,VENTURE,C,7500.0,12.73,0,0.28,N,4.0,20-25,low-middle,medium,8454.75,18900.0,0.34782608695652173,0.17391304347826086,0
21.0,27600.0,RENT,4.0,EDUCATION,A,7500.0,6.76,0,0.27,N,4.0,20-25,low-middle,medium,8007.000000000001,20100.0,0.19047619047619047,0.19047619047619047,0
25.0,28128.0,RENT,2.0,EDUCATION,D,7500.0,15.33,1,0.27,Y,3.0,20-25,low-middle,medium,8649.75,20628.0,0.08,0.12,0
21.0,30000.0,RENT,5.0,VENTURE,B,7500.0,9.99,0,0.25,N,4.0,20-25,low-middle,medium,8249.25,22500.0,0.23809523809523808,0.19047619047619047,0
23.0,30000.0,RENT,3.0,DEBTCONSOLIDATION,B,7500.0,11.432,0,0.25,N,4.0,20-25,low-middle,medium,8357.4,22500.0,0.13043478260869565,0.17391304347826086,0
24.0,30000.0,RENT,8.0,EDUCATION,A,7500.0,5.79,0,0.25,N,2.0,20-25,low-middle,medium,7934.250000000001,22500.0,0.3333333333333333,0.08333333333333333,0
23.0,56000.0,MORTGAGE,7.0,PERSONAL,B,4500.0,11.83,0,0.08,N,4.0,20-25,middle,small,5032.35,51500.0,0.30434782608695654,0.17391304347826086,0
26.0,56000.0,MORTGAGE,11.0,MEDICAL,B,12000.0,11.89,0,0.21,N,3.0,20-25,middle,large,13426.8,44000.0,0.4230769230769231,0.11538461538461539,0
21.0,30000.0,RENT,5.0,EDUCATION,B,7500.0,11.83,0,0.25,N,4.0,20-25,low-middle,medium,8387.25,22500.0,0.23809523809523808,0.19047619047619047,0
26.0,30000.0,RENT,1.0,PERSONAL,E,7500.0,14.75,1,0.25,N,3.0,20-25,low-middle,medium,8606.25,22500.0,0.038461538461538464,0.11538461538461539,0
23.0,30000.0,RENT,1.0,PERSONAL,D,7500.0,13.24,1,0.25,Y,3.0,20-25,low-middle,medium,8493.0,22500.0,0.043478260869565216,0.13043478260869565,0
23.0,56000.0,MORTGAGE,3.0,MEDICAL,C,7500.0,13.79,0,0.13,Y,3.0,20-25,middle,medium,8534.25,48500.0,0.13043478260869565,0.13043478260869565,0
21.0,30028.0,RENT,5.0,MEDICAL,B,7500.0,10.75,0,0.25,N,4.0,20-25,low-middle,medium,8306.25,22528.0,0.23809523809523808,0.19047619047619047,0
22.0,31200.0,RENT,3.0,PERSONAL,B,7500.0,9.91,0,0.24,N,4.0,20-25,low-middle,medium,8243.25,23700.0,0.13636363636363635,0.18181818181818182,0
22.0,31875.0,RENT,3.0,EDUCATION,C,7500.0,13.11,0,0.24,N,2.0,20-25,low-middle,medium,8483.25,24375.0,0.13636363636363635,0.09090909090909091,0
26.0,32000.0,RENT,1.0,MEDICAL,C,7500.0,13.79,0,0.23,Y,3.0,20-25,low-middle,medium,8534.25,24500.0,0.038461538461538464,0.11538461538461539,0
22.0,33000.0,RENT,2.0,EDUCATION,B,7500.0,13.122,0,0.23,N,4.0,20-25,low-middle,medium,8484.15,25500.0,0.09090909090909091,0.18181818181818182,0
26.0,34000.0,RENT,5.0,DEBTCONSOLIDATION,A,7500.0,7.9,1,0.22,N,3.0,20-25,low-middle,medium,8092.5,26500.0,0.19230769230769232,0.11538461538461539,0
23.0,56004.0,MORTGAGE,0.0,EDUCATION,C,10000.0,13.61,0,0.18,N,4.0,20-25,middle,medium,11360.999999999998,46004.0,0.0,0.17391304347826086,0
22.0,56004.0,MORTGAGE,6.0,MEDICAL,B,6000.0,11.86,0,0.11,N,3.0,20-25,middle,medium,6711.6,50004.0,0.2727272727272727,0.13636363636363635,0
22.0,56004.0,MORTGAGE,6.0,MEDICAL,A,6000.0,7.88,0,0.11,N,4.0,20-25,middle,medium,6472.8,50004.0,0.2727272727272727,0.18181818181818182,0
22.0,56004.0,OWN,5.0,EDUCATION,C,12000.0,13.98,0,0.21,N,3.0,20-25,middle,large,13677.599999999999,44004.0,0.22727272727272727,0.13636363636363635,0
22.0,56004.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2000.0,7.51,0,0.04,N,4.0,20-25,middle,small,2150.2,54004.0,0.2727272727272727,0.18181818181818182,0
22.0,34404.0,RENT,2.0,HOMEIMPROVEMENT,D,7500.0,15.05,1,0.22,N,2.0,20-25,low-middle,medium,8628.75,26904.0,0.09090909090909091,0.09090909090909091,0
26.0,56004.0,MORTGAGE,10.0,EDUCATION,C,20000.0,13.57,0,0.36,Y,4.0,20-25,middle,very large,22714.0,36004.0,0.38461538461538464,0.15384615384615385,1
26.0,56004.0,MORTGAGE,3.0,EDUCATION,A,13000.0,8.59,0,0.23,N,3.0,20-25,middle,large,14116.7,43004.0,0.11538461538461539,0.11538461538461539,0
26.0,56004.0,OWN,2.0,MEDICAL,A,10000.0,9.32,0,0.18,N,3.0,20-25,middle,medium,10932.0,46004.0,0.07692307692307693,0.11538461538461539,0
23.0,34780.0,RENT,5.0,PERSONAL,D,7500.0,12.61,0,0.22,N,4.0,20-25,low-middle,medium,8445.75,27280.0,0.21739130434782608,0.17391304347826086,0
25.0,35000.0,RENT,2.0,DEBTCONSOLIDATION,B,7500.0,10.99,0,0.21,N,2.0,20-25,low-middle,medium,8324.25,27500.0,0.08,0.08,0
21.0,29004.0,RENT,0.0,MEDICAL,D,7500.0,12.829999999999998,1,0.26,Y,2.0,20-25,low-middle,medium,8462.249999999998,21504.0,0.0,0.09523809523809523,0
24.0,50160.0,MORTGAGE,2.0,EDUCATION,D,6000.0,15.62,1,0.12,N,2.0,20-25,middle,medium,6937.200000000001,44160.0,0.08333333333333333,0.08333333333333333,0
23.0,56160.0,MORTGAGE,2.0,PERSONAL,B,3050.0,10.59,0,0.05,N,2.0,20-25,middle,small,3372.9950000000003,53110.0,0.08695652173913043,0.08695652173913043,0
25.0,36000.0,RENT,0.0,DEBTCONSOLIDATION,C,7500.0,13.49,0,0.21,N,4.0,20-25,low-middle,medium,8511.75,28500.0,0.0,0.16,0
26.0,36000.0,RENT,10.0,VENTURE,B,7500.0,10.59,0,0.21,N,3.0,20-25,low-middle,medium,8294.25,28500.0,0.38461538461538464,0.11538461538461539,0
26.0,30320.0,RENT,2.0,PERSONAL,B,7500.0,12.18,1,0.25,N,3.0,20-25,low-middle,medium,8413.5,22820.0,0.07692307692307693,0.11538461538461539,0
22.0,56368.0,MORTGAGE,5.0,EDUCATION,C,6000.0,12.99,0,0.11,N,2.0,20-25,middle,medium,6779.400000000001,50368.0,0.22727272727272727,0.09090909090909091,0
22.0,36750.0,RENT,6.0,EDUCATION,D,7500.0,14.84,0,0.2,N,3.0,20-25,low-middle,medium,8613.0,29250.0,0.2727272727272727,0.13636363636363635,0
25.0,50400.0,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12000.0,16.89,1,0.24,N,4.0,20-25,middle,large,14026.800000000001,38400.0,0.36,0.16,0
22.0,56400.0,MORTGAGE,6.0,EDUCATION,D,17300.0,15.62,0,0.31,N,4.0,20-25,middle,very large,20002.260000000002,39100.0,0.2727272727272727,0.18181818181818182,0
21.0,56400.0,OWN,5.0,VENTURE,A,5000.0,6.54,0,0.09,N,2.0,20-25,middle,small,5326.999999999999,51400.0,0.23809523809523808,0.09523809523809523,0
23.0,56400.0,MORTGAGE,4.0,EDUCATION,B,4000.0,11.49,0,0.07,N,4.0,20-25,middle,small,4459.6,52400.0,0.17391304347826086,0.17391304347826086,0
25.0,37676.0,RENT,6.0,PERSONAL,A,7500.0,8.32,0,0.2,N,4.0,20-25,low-middle,medium,8124.0,30176.0,0.24,0.16,0
22.0,38000.0,RENT,5.0,PERSONAL,A,7500.0,5.79,0,0.2,N,4.0,20-25,low-middle,medium,7934.250000000001,30500.0,0.22727272727272727,0.18181818181818182,0
23.0,38000.0,RENT,0.0,MEDICAL,A,7500.0,7.88,0,0.2,N,4.0,20-25,low-middle,medium,8091.0,30500.0,0.0,0.17391304347826086,0
26.0,38400.0,RENT,10.0,MEDICAL,D,7500.0,17.58,0,0.2,N,2.0,20-25,low-middle,medium,8818.5,30900.0,0.38461538461538464,0.07692307692307693,0
22.0,32400.0,RENT,6.0,VENTURE,C,7500.0,14.27,1,0.23,N,2.0,20-25,low-middle,medium,8570.25,24900.0,0.2727272727272727,0.09090909090909091,0
23.0,56500.0,MORTGAGE,7.0,MEDICAL,A,9800.0,9.406,0,0.17,N,2.0,20-25,middle,medium,10721.788,46700.0,0.30434782608695654,0.08695652173913043,0
23.0,39975.0,RENT,0.0,PERSONAL,C,7500.0,10.73,0,0.19,Y,2.0,20-25,low-middle,medium,8304.75,32475.0,0.0,0.08695652173913043,0
22.0,39996.0,RENT,0.0,PERSONAL,B,7500.0,11.86,0,0.19,N,3.0,20-25,low-middle,medium,8389.5,32496.0,0.0,0.13636363636363635,0
23.0,40000.0,RENT,7.0,VENTURE,B,7500.0,12.69,0,0.19,N,2.0,20-25,low-middle,medium,8451.75,32500.0,0.30434782608695654,0.08695652173913043,0
21.0,56532.0,MORTGAGE,9.2,EDUCATION,A,16000.0,7.88,0,0.28,N,3.0,20-25,middle,very large,17260.8,40532.0,0.43809523809523804,0.14285714285714285,0
24.0,56533.0,MORTGAGE,4.4,HOMEIMPROVEMENT,B,20000.0,11.11,0,0.35,N,2.0,20-25,middle,very large,22222.0,36533.0,0.18333333333333335,0.08333333333333333,0
23.0,56600.0,OWN,3.0,MEDICAL,B,12000.0,10.38,0,0.21,N,2.0,20-25,middle,large,13245.600000000002,44600.0,0.13043478260869565,0.08695652173913043,0
24.0,40000.0,RENT,1.0,PERSONAL,A,7500.0,5.79,0,0.19,N,4.0,20-25,low-middle,medium,7934.250000000001,32500.0,0.041666666666666664,0.16666666666666666,0
22.0,56650.0,MORTGAGE,2.0,MEDICAL,B,6500.0,10.65,0,0.11,N,2.0,20-25,middle,medium,7192.25,50150.0,0.09090909090909091,0.09090909090909091,0
25.0,56655.0,MORTGAGE,9.0,VENTURE,C,20000.0,13.61,0,0.35,N,2.0,20-25,middle,very large,22721.999999999996,36655.0,0.36,0.08,0
23.0,56700.0,MORTGAGE,7.0,EDUCATION,A,12000.0,5.42,0,0.21,N,2.0,20-25,middle,large,12650.4,44700.0,0.30434782608695654,0.08695652173913043,0
26.0,56700.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000.0,9.63,0,0.11,N,4.0,20-25,middle,medium,6577.8,50700.0,0.11538461538461539,0.15384615384615385,0
24.0,40000.0,RENT,0.0,DEBTCONSOLIDATION,B,7500.0,11.36,0,0.19,N,4.0,20-25,low-middle,medium,8352.0,32500.0,0.0,0.16666666666666666,0
26.0,56810.0,MORTGAGE,10.0,DEBTCONSOLIDATION,C,2500.0,9.941999999999998,0,0.04,Y,3.0,20-25,middle,small,2748.55,54310.0,0.38461538461538464,0.11538461538461539,0
22.0,34000.0,RENT,2.0,MEDICAL,C,7500.0,12.53,1,0.22,Y,4.0,20-25,low-middle,medium,8439.75,26500.0,0.09090909090909091,0.18181818181818182,0
25.0,56900.0,MORTGAGE,9.0,PERSONAL,A,25000.0,7.51,0,0.44,N,3.0,20-25,middle,very large,26877.5,31900.0,0.36,0.12,0
23.0,56900.0,MORTGAGE,7.0,MEDICAL,B,11200.0,12.452,0,0.2,N,3.0,20-25,middle,large,12594.624,45700.0,0.30434782608695654,0.13043478260869565,0
22.0,56902.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000.0,7.14,0,0.21,N,4.0,20-25,middle,large,12856.8,44902.0,0.2727272727272727,0.18181818181818182,0
23.0,56996.0,OWN,2.0,VENTURE,A,9575.0,9.63,0,0.17,N,4.0,20-25,middle,medium,10497.0725,47421.0,0.08695652173913043,0.17391304347826086,0
22.0,40906.0,RENT,4.0,VENTURE,B,7500.0,9.63,0,0.18,N,2.0,20-25,low-middle,medium,8222.25,33406.0,0.18181818181818182,0.09090909090909091,0
26.0,42000.0,RENT,0.0,DEBTCONSOLIDATION,B,7500.0,10.25,0,0.18,N,4.0,20-25,low-middle,medium,8268.75,34500.0,0.0,0.15384615384615385,0
21.0,57000.0,OWN,5.0,PERSONAL,B,8000.0,10.65,0,0.14,N,3.0,20-25,middle,medium,8852.0,49000.0,0.23809523809523808,0.14285714285714285,0
22.0,57000.0,MORTGAGE,4.0,EDUCATION,A,12875.0,7.9,0,0.23,N,2.0,20-25,middle,large,13892.125,44125.0,0.18181818181818182,0.09090909090909091,0
24.0,57000.0,MORTGAGE,0.0,MEDICAL,B,2400.0,12.69,0,0.04,N,4.0,20-25,middle,small,2704.56,54600.0,0.0,0.16666666666666666,0
23.0,42000.0,RENT,1.0,PERSONAL,B,7500.0,10.33,0,0.18,N,4.0,20-25,low-middle,medium,8274.75,34500.0,0.043478260869565216,0.17391304347826086,0
23.0,36000.0,RENT,1.0,PERSONAL,D,7500.0,12.61,1,0.21,Y,2.0,20-25,low-middle,medium,8445.75,28500.0,0.043478260869565216,0.08695652173913043,0
22.0,57000.0,MORTGAGE,6.0,PERSONAL,B,11425.0,9.91,0,0.2,N,4.0,20-25,middle,large,12557.217499999999,45575.0,0.2727272727272727,0.18181818181818182,0
22.0,42500.0,RENT,0.0,EDUCATION,A,7500.0,7.9,0,0.18,N,2.0,20-25,low-middle,medium,8092.5,35000.0,0.0,0.09090909090909091,0
21.0,37260.0,RENT,1.0,HOMEIMPROVEMENT,D,7500.0,14.84,1,0.2,Y,2.0,20-25,low-middle,medium,8613.0,29760.0,0.047619047619047616,0.09523809523809523,0
25.0,57000.0,MORTGAGE,5.0,PERSONAL,A,13000.0,8.9,0,0.23,N,2.0,20-25,middle,large,14157.0,44000.0,0.2,0.08,0
22.0,44000.0,RENT,0.0,PERSONAL,A,7500.0,8.32,0,0.17,N,3.0,20-25,low-middle,medium,8124.0,36500.0,0.0,0.13636363636363635,0
22.0,57000.0,MORTGAGE,6.0,VENTURE,B,7200.0,9.440000000000001,0,0.13,N,2.0,20-25,middle,medium,7879.68,49800.0,0.2727272727272727,0.09090909090909091,0
25.0,51000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,D,5500.0,16.77,1,0.11,Y,2.0,20-25,middle,medium,6422.349999999999,45500.0,0.36,0.08,0
22.0,57000.0,MORTGAGE,2.0,MEDICAL,C,5950.0,13.49,0,0.1,Y,3.0,20-25,middle,medium,6752.655,51050.0,0.09090909090909091,0.13636363636363635,0
25.0,39000.0,RENT,9.0,MEDICAL,D,7500.0,15.62,1,0.19,Y,2.0,20-25,low-middle,medium,8671.5,31500.0,0.36,0.08,0
26.0,57000.0,MORTGAGE,6.0,MEDICAL,C,9000.0,12.99,0,0.16,Y,4.0,20-25,middle,medium,10169.1,48000.0,0.23076923076923078,0.15384615384615385,0
26.0,57000.0,MORTGAGE,10.0,VENTURE,A,14000.0,5.42,0,0.25,N,4.0,20-25,middle,large,14758.800000000001,43000.0,0.38461538461538464,0.15384615384615385,0
21.0,57000.0,MORTGAGE,5.0,VENTURE,C,14400.0,11.304,0,0.25,Y,2.0,20-25,middle,large,16027.776,42600.0,0.23809523809523808,0.09523809523809523,0
24.0,57000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,19725.0,9.99,0,0.35,N,2.0,20-25,middle,very large,21695.527500000004,37275.0,0.3333333333333333,0.08333333333333333,0
23.0,45000.0,RENT,5.0,EDUCATION,D,7500.0,15.37,0,0.17,Y,4.0,20-25,low-middle,medium,8652.75,37500.0,0.21739130434782608,0.17391304347826086,0
22.0,39000.0,RENT,1.0,VENTURE,D,7500.0,11.602,1,0.19,Y,4.0,20-25,low-middle,medium,8370.15,31500.0,0.045454545454545456,0.18181818181818182,0
24.0,57000.0,MORTGAGE,8.0,EDUCATION,A,6000.0,5.99,0,0.11,N,3.0,20-25,middle,medium,6359.400000000001,51000.0,0.3333333333333333,0.125,0
26.0,57000.0,MORTGAGE,4.0,EDUCATION,C,12000.0,13.49,0,0.21,Y,2.0,20-25,middle,large,13618.800000000001,45000.0,0.15384615384615385,0.07692307692307693,0
22.0,57000.0,MORTGAGE,1.0,VENTURE,A,3200.0,5.99,0,0.06,N,4.0,20-25,middle,small,3391.6800000000003,53800.0,0.045454545454545456,0.18181818181818182,0
26.0,45450.0,RENT,2.0,MEDICAL,B,7500.0,11.14,0,0.17,N,3.0,20-25,low-middle,medium,8335.5,37950.0,0.07692307692307693,0.11538461538461539,0
22.0,45600.0,RENT,6.0,EDUCATION,C,7500.0,8.991999999999999,0,0.16,N,4.0,20-25,low-middle,medium,8174.4,38100.0,0.2727272727272727,0.18181818181818182,0
23.0,57000.0,MORTGAGE,0.0,VENTURE,B,20000.0,11.99,0,0.35,N,2.0,20-25,middle,very large,22397.999999999996,37000.0,0.0,0.08695652173913043,0
26.0,46800.0,RENT,6.0,DEBTCONSOLIDATION,B,7500.0,9.99,0,0.16,N,3.0,20-25,low-middle,medium,8249.25,39300.0,0.23076923076923078,0.11538461538461539,0
21.0,47500.0,RENT,2.0,DEBTCONSOLIDATION,B,7500.0,10.99,0,0.16,N,2.0,20-25,low-middle,medium,8324.25,40000.0,0.09523809523809523,0.09523809523809523,0
23.0,57000.0,MORTGAGE,7.0,PERSONAL,A,9250.0,5.99,0,0.16,N,4.0,20-25,middle,medium,9804.075,47750.0,0.30434782608695654,0.17391304347826086,0
25.0,57000.0,OWN,9.0,MEDICAL,B,12000.0,10.59,0,0.21,N,3.0,20-25,middle,large,13270.800000000001,45000.0,0.36,0.12,0
23.0,48000.0,RENT,4.0,MEDICAL,A,7500.0,5.79,0,0.16,N,4.0,20-25,low-middle,medium,7934.250000000001,40500.0,0.17391304347826086,0.17391304347826086,0
22.0,42000.0,RENT,7.0,DEBTCONSOLIDATION,E,7500.0,17.04,1,0.18,N,2.0,20-25,low-middle,medium,8778.0,34500.0,0.3181818181818182,0.09090909090909091,0
25.0,48000.0,RENT,9.0,DEBTCONSOLIDATION,C,7500.0,12.53,0,0.16,N,3.0,20-25,low-middle,medium,8439.75,40500.0,0.36,0.12,0
23.0,57000.0,MORTGAGE,1.0,MEDICAL,C,4200.0,12.68,0,0.07,Y,4.0,20-25,middle,small,4732.56,52800.0,0.043478260869565216,0.17391304347826086,0
24.0,57000.0,MORTGAGE,5.0,EDUCATION,A,8000.0,5.42,0,0.14,N,3.0,20-25,middle,medium,8433.6,49000.0,0.20833333333333334,0.125,0
24.0,57000.0,MORTGAGE,8.0,VENTURE,D,14000.0,14.91,0,0.25,N,4.0,20-25,middle,large,16087.4,43000.0,0.3333333333333333,0.16666666666666666,0
23.0,57000.0,MORTGAGE,5.0,VENTURE,B,18000.0,11.11,0,0.32,N,2.0,20-25,middle,very large,19999.8,39000.0,0.21739130434782608,0.08695652173913043,0
25.0,48659.0,RENT,4.0,EDUCATION,B,7500.0,11.656,0,0.15,N,4.0,20-25,low-middle,medium,8374.2,41159.0,0.16,0.16,0
23.0,57000.0,MORTGAGE,6.0,PERSONAL,A,7000.0,9.52,0,0.12,N,2.0,20-25,middle,medium,7666.4,50000.0,0.2608695652173913,0.08695652173913043,0
22.0,49000.0,RENT,7.0,PERSONAL,A,7500.0,6.62,0,0.15,N,3.0,20-25,low-middle,medium,7996.5,41500.0,0.3181818181818182,0.13636363636363635,0
25.0,57000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,D,11200.0,14.46,0,0.2,Y,4.0,20-25,middle,large,12819.52,45800.0,0.2,0.16,0
22.0,43000.0,RENT,1.0,VENTURE,D,7500.0,14.96,1,0.17,N,3.0,20-25,low-middle,medium,8622.0,35500.0,0.045454545454545456,0.13636363636363635,0
21.0,44000.0,RENT,5.0,MEDICAL,A,7500.0,7.9,1,0.17,N,3.0,20-25,low-middle,medium,8092.5,36500.0,0.23809523809523808,0.14285714285714285,0
25.0,50000.0,RENT,3.0,PERSONAL,B,7500.0,10.99,0,0.15,N,2.0,20-25,low-middle,medium,8324.25,42500.0,0.12,0.08,0
23.0,57000.0,MORTGAGE,6.0,EDUCATION,D,17500.0,14.09,0,0.31,Y,3.0,20-25,middle,very large,19965.75,39500.0,0.2608695652173913,0.13043478260869565,0
26.0,44000.0,RENT,0.0,HOMEIMPROVEMENT,E,7500.0,16.4,1,0.17,N,3.0,20-25,low-middle,medium,8730.0,36500.0,0.0,0.11538461538461539,0
22.0,50000.0,RENT,1.0,MEDICAL,A,7500.0,8.94,0,0.15,N,3.0,20-25,low-middle,medium,8170.499999999999,42500.0,0.045454545454545456,0.13636363636363635,0
25.0,44000.0,RENT,7.0,MEDICAL,C,7500.0,13.92,1,0.17,N,3.0,20-25,low-middle,medium,8544.0,36500.0,0.28,0.12,0
23.0,44000.0,RENT,0.0,VENTURE,E,7500.0,16.0,1,0.17,N,4.0,20-25,low-middle,medium,8700.0,36500.0,0.0,0.17391304347826086,0
22.0,51000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000.0,11.86,1,0.24,N,3.0,20-25,middle,large,13423.2,39000.0,0.13636363636363635,0.13636363636363635,0
24.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,B,7500.0,10.01,0,0.15,N,3.0,20-25,low-middle,medium,8250.75,42500.0,0.08333333333333333,0.125,0
22.0,57000.0,MORTGAGE,6.0,EDUCATION,A,7000.0,7.14,0,0.12,N,3.0,20-25,middle,medium,7499.799999999999,50000.0,0.2727272727272727,0.13636363636363635,0
25.0,57000.0,OWN,5.0,PERSONAL,C,12000.0,13.23,0,0.21,N,3.0,20-25,middle,large,13587.6,45000.0,0.2,0.12,0
22.0,50000.0,RENT,1.0,PERSONAL,A,7500.0,8.32,0,0.15,N,4.0,20-25,low-middle,medium,8124.0,42500.0,0.045454545454545456,0.18181818181818182,0
26.0,51000.0,MORTGAGE,5.0,MEDICAL,D,7000.0,15.21,1,0.14,N,4.0,20-25,middle,medium,8064.699999999999,44000.0,0.19230769230769232,0.15384615384615385,0
22.0,57000.0,MORTGAGE,5.0,PERSONAL,B,7500.0,11.86,0,0.13,N,3.0,20-25,middle,medium,8389.5,49500.0,0.22727272727272727,0.13636363636363635,0
22.0,44400.0,RENT,4.0,DEBTCONSOLIDATION,A,7500.0,8.49,1,0.17,N,4.0,20-25,low-middle,medium,8136.75,36900.0,0.18181818181818182,0.18181818181818182,0
22.0,57000.0,MORTGAGE,5.0,PERSONAL,B,7500.0,10.25,0,0.13,N,2.0,20-25,middle,medium,8268.75,49500.0,0.22727272727272727,0.09090909090909091,0
22.0,50663.0,RENT,0.0,DEBTCONSOLIDATION,C,7500.0,13.22,0,0.15,N,3.0,20-25,middle,medium,8491.5,43163.0,0.0,0.13636363636363635,0
26.0,51000.0,MORTGAGE,10.0,MEDICAL,D,13000.0,15.33,1,0.25,Y,3.0,20-25,middle,large,14992.9,38000.0,0.38461538461538464,0.11538461538461539,0
22.0,51000.0,RENT,6.0,PERSONAL,A,7500.0,5.99,0,0.15,N,2.0,20-25,middle,medium,7949.250000000001,43500.0,0.2727272727272727,0.09090909090909091,0
22.0,57000.0,MORTGAGE,6.0,EDUCATION,B,11400.0,12.53,0,0.2,N,3.0,20-25,middle,large,12828.42,45600.0,0.2727272727272727,0.13636363636363635,0
22.0,51000.0,RENT,6.0,EDUCATION,C,7500.0,10.522,0,0.15,N,4.0,20-25,middle,medium,8289.150000000001,43500.0,0.2727272727272727,0.18181818181818182,0
23.0,52000.0,RENT,7.0,VENTURE,B,7500.0,10.38,0,0.14,N,2.0,20-25,middle,medium,8278.5,44500.0,0.30434782608695654,0.08695652173913043,0
25.0,53000.0,RENT,0.0,EDUCATION,B,7500.0,10.39,0,0.14,N,4.0,20-25,middle,medium,8279.25,45500.0,0.0,0.16,0
24.0,55000.0,RENT,0.0,EDUCATION,A,7500.0,6.03,0,0.14,N,3.0,20-25,middle,medium,7952.25,47500.0,0.0,0.125,0
24.0,51000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000.0,11.602,1,0.24,N,3.0,20-25,middle,large,13392.24,39000.0,0.3333333333333333,0.125,0
22.0,55000.0,RENT,6.0,DEBTCONSOLIDATION,A,7500.0,6.03,0,0.14,N,2.0,20-25,middle,medium,7952.25,47500.0,0.2727272727272727,0.09090909090909091,0
26.0,57000.0,MORTGAGE,10.0,VENTURE,B,2500.0,11.58,0,0.04,N,3.0,20-25,middle,small,2789.4999999999995,54500.0,0.38461538461538464,0.11538461538461539,0
24.0,57000.0,OWN,8.0,EDUCATION,A,9000.0,8.0,0,0.16,N,4.0,20-25,middle,medium,9720.0,48000.0,0.3333333333333333,0.16666666666666666,0
21.0,55000.0,RENT,1.0,EDUCATION,A,7500.0,7.88,0,0.14,N,2.0,20-25,middle,medium,8091.0,47500.0,0.047619047619047616,0.09523809523809523,0
24.0,57000.0,MORTGAGE,3.0,VENTURE,A,5500.0,8.0,0,0.1,N,3.0,20-25,middle,medium,5940.0,51500.0,0.125,0.125,0
23.0,57000.0,OWN,7.0,EDUCATION,B,4200.0,10.51,0,0.07,N,3.0,20-25,middle,small,4641.42,52800.0,0.30434782608695654,0.13043478260869565,0
24.0,55000.0,RENT,1.0,HOMEIMPROVEMENT,B,7500.0,12.53,0,0.14,N,2.0,20-25,middle,medium,8439.75,47500.0,0.041666666666666664,0.08333333333333333,0
25.0,57000.0,OWN,4.0,MEDICAL,A,900.0,8.63,0,0.02,N,4.0,20-25,middle,small,977.6700000000001,56100.0,0.16,0.16,0
22.0,57000.0,MORTGAGE,6.0,EDUCATION,B,25000.0,9.01,0,0.44,N,2.0,20-25,middle,very large,27252.5,32000.0,0.2727272727272727,0.09090909090909091,0
25.0,57000.0,MORTGAGE,5.0,VENTURE,C,7250.0,10.59,0,0.13,N,4.0,20-25,middle,medium,8017.775000000001,49750.0,0.2,0.16,0
26.0,57006.0,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000.0,6.17,0,0.11,N,2.0,20-25,middle,medium,6370.200000000001,51006.0,0.38461538461538464,0.07692307692307693,0
23.0,57000.0,RENT,8.0,EDUCATION,C,7500.0,11.97,0,0.13,N,4.0,20-25,middle,medium,8397.75,49500.0,0.34782608695652173,0.17391304347826086,0
23.0,57600.0,RENT,5.0,MEDICAL,C,7500.0,13.85,0,0.13,N,3.0,20-25,middle,medium,8538.75,50100.0,0.21739130434782608,0.13043478260869565,0
