person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22.0,31200.0,MORTGAGE,3.0,VENTURE,B,3200.0,10.99,0,0.1,N,2.0
26.0,36000.0,RENT,6.0,DEBTCONSOLIDATION,A,13000.0,5.99,1,0.36,N,4.0
21.0,42000.0,RENT,5.0,EDUCATION,D,13000.0,15.31,1,0.31,N,3.0
22.0,43000.0,RENT,6.0,EDUCATION,C,13000.0,12.87,0,0.3,Y,4.0
22.0,37200.0,RENT,0.0,VENTURE,E,13000.0,16.0,1,0.35,N,2.0
23.0,44000.0,RENT,1.0,EDUCATION,C,13000.0,13.47,0,0.3,N,2.0
23.0,44100.0,RENT,8.0,MEDICAL,A,13000.0,8.9,0,0.29,N,4.0
24.0,39000.0,RENT,4.0,EDUCATION,B,13000.0,10.75,1,0.33,N,4.0
23.0,31200.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7550.0,9.99,0,0.24,N,4.0
24.0,46000.0,RENT,8.0,PERSONAL,B,13000.0,10.99,0,0.28,N,3.0
25.0,31200.0,MORTGAGE,3.0,MEDICAL,A,11200.0,5.42,0,0.36,N,2.0
24.0,46540.0,RENT,5.0,VENTURE,D,13000.0,10.65,0,0.28,Y,2.0
25.0,31200.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000.0,5.79,0,0.19,N,4.0
22.0,48000.0,RENT,1.0,MEDICAL,B,13000.0,9.99,0,0.27,N,2.0
22.0,31200.0,MORTGAGE,2.6,MEDICAL,A,2000.0,7.29,0,0.06,N,3.0
26.0,48000.0,RENT,0.0,DEBTCONSOLIDATION,B,13000.0,11.26,0,0.27,N,3.0
23.0,49000.0,RENT,0.0,PERSONAL,A,13000.0,6.17,0,0.27,N,4.0
23.0,44000.0,RENT,7.0,DEBTCONSOLIDATION,D,13000.0,16.29,1,0.3,N,3.0
22.0,20640.0,RENT,0.0,EDUCATION,C,2500.0,12.68,0,0.12,N,3.0
26.0,31200.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8400.0,7.51,0,0.27,N,3.0
25.0,21600.0,RENT,4.0,EDUCATION,A,2500.0,5.99,0,0.12,N,3.0
22.0,21996.0,RENT,0.0,MEDICAL,B,2500.0,11.89,0,0.11,N,2.0
21.0,22000.0,RENT,4.0,DEBTCONSOLIDATION,A,2500.0,7.14,0,0.11,N,4.0
22.0,31200.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1050.0,7.51,1,0.03,N,4.0
23.0,22000.0,RENT,0.0,VENTURE,A,2500.0,7.51,0,0.11,N,2.0
24.0,22000.0,RENT,0.0,DEBTCONSOLIDATION,B,2500.0,9.76,0,0.11,N,2.0
21.0,22200.0,RENT,2.0,PERSONAL,D,2500.0,16.29,1,0.11,N,4.0
26.0,22406.0,RENT,5.0,PERSONAL,A,2500.0,6.76,1,0.11,N,4.0
23.0,24000.0,RENT,0.0,EDUCATION,B,2500.0,11.71,0,0.1,N,2.0
21.0,31200.0,MORTGAGE,2.0,EDUCATION,D,1000.0,14.59,0,0.03,N,2.0
24.0,24000.0,RENT,1.0,MEDICAL,B,2500.0,10.74,0,0.1,N,3.0
25.0,31200.0,MORTGAGE,0.0,EDUCATION,E,4750.0,11.751999999999999,1,0.15,N,2.0
24.0,31200.0,OWN,8.0,PERSONAL,B,10000.0,12.18,0,0.32,N,2.0
22.0,31200.0,MORTGAGE,6.0,VENTURE,A,3500.0,7.74,0,0.11,N,2.0
22.0,24960.0,RENT,0.0,VENTURE,A,2500.0,7.51,0,0.1,N,2.0
24.0,31200.0,MORTGAGE,2.0,EDUCATION,C,6700.0,14.26,0,0.21,Y,2.0
25.0,24996.0,RENT,8.0,VENTURE,C,2500.0,12.98,0,0.1,N,4.0
22.0,24996.0,RENT,0.0,MEDICAL,B,2500.0,10.99,1,0.1,N,3.0
23.0,25000.0,RENT,0.0,PERSONAL,A,2500.0,6.91,0,0.1,N,2.0
24.0,25000.0,RENT,5.0,MEDICAL,C,2500.0,13.48,0,0.1,Y,4.0
22.0,25000.0,RENT,0.0,DEBTCONSOLIDATION,B,2500.0,11.14,0,0.1,N,3.0
22.0,31215.0,OWN,3.0,EDUCATION,B,14000.0,9.91,0,0.45,N,3.0
26.0,31303.0,MORTGAGE,7.0,MEDICAL,A,12000.0,12.87,0,0.38,N,2.0
22.0,31356.0,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11225.0,10.076,1,0.36,Y,2.0
25.0,26400.0,RENT,1.6,EDUCATION,B,2500.0,10.62,0,0.09,N,2.0
21.0,26940.0,RENT,1.0,EDUCATION,A,2500.0,5.42,0,0.09,N,4.0
26.0,27000.0,RENT,0.0,EDUCATION,C,2500.0,13.61,0,0.09,N,4.0
25.0,27024.0,RENT,7.0,EDUCATION,E,2500.0,16.69,0,0.09,N,2.0
25.0,31500.0,MORTGAGE,3.0,EDUCATION,A,8250.0,7.51,0,0.26,N,4.0
26.0,27200.0,RENT,4.0,DEBTCONSOLIDATION,C,2500.0,13.49,0,0.09,N,4.0
22.0,31500.0,MORTGAGE,2.0,VENTURE,A,14000.0,8.9,0,0.44,N,3.0
22.0,31500.0,OWN,3.6,VENTURE,A,8000.0,6.03,0,0.25,N,2.0
21.0,28200.0,RENT,2.0,DEBTCONSOLIDATION,D,2500.0,16.77,1,0.09,Y,2.0
24.0,28500.0,RENT,3.0,DEBTCONSOLIDATION,B,2500.0,11.36,0,0.09,N,4.0
24.0,29000.0,RENT,4.0,PERSONAL,B,2500.0,10.99,0,0.09,N,3.0
25.0,29000.0,RENT,2.0,VENTURE,C,2500.0,12.84,1,0.09,N,3.0
23.0,30000.0,RENT,7.0,MEDICAL,B,2500.0,9.88,0,0.08,N,2.0
22.0,31500.0,MORTGAGE,3.0,VENTURE,B,4500.0,9.88,0,0.14,N,2.0
24.0,31000.0,RENT,1.0,EDUCATION,D,2500.0,14.54,1,0.08,Y,3.0
26.0,31200.0,RENT,4.0,VENTURE,B,2500.0,10.37,0,0.08,N,3.0
21.0,31544.0,MORTGAGE,5.2,MEDICAL,A,2200.0,7.9,0,0.07,N,2.0
23.0,31577.0,OWN,6.0,EDUCATION,A,2500.0,6.92,0,0.08,N,4.0
21.0,32000.0,RENT,1.0,VENTURE,A,2500.0,7.4,0,0.08,N,3.0
25.0,33000.0,RENT,6.0,DEBTCONSOLIDATION,B,2500.0,10.59,0,0.08,N,2.0
23.0,33448.0,RENT,2.0,EDUCATION,C,2500.0,11.66,0,0.07,Y,2.0
23.0,33500.0,RENT,2.0,EDUCATION,E,2500.0,15.68,1,0.07,Y,4.0
21.0,34368.0,RENT,0.0,DEBTCONSOLIDATION,C,2500.0,12.87,0,0.07,Y,2.0
21.0,31776.0,MORTGAGE,5.0,VENTURE,A,6000.0,8.9,0,0.19,N,3.0
23.0,34800.0,RENT,7.0,EDUCATION,A,2500.0,6.39,0,0.07,N,2.0
26.0,35000.0,RENT,2.0,MEDICAL,A,2500.0,8.9,0,0.07,N,3.0
23.0,35000.0,RENT,0.0,DEBTCONSOLIDATION,A,2500.0,7.51,0,0.07,N,2.0
24.0,29000.0,RENT,2.0,MEDICAL,D,2500.0,11.058,1,0.09,N,4.0
22.0,30000.0,RENT,2.0,EDUCATION,A,2500.0,8.49,1,0.08,N,2.0
21.0,30000.0,RENT,3.0,DEBTCONSOLIDATION,A,2500.0,7.14,1,0.08,N,4.0
22.0,30000.0,RENT,0.0,EDUCATION,C,2500.0,13.16,1,0.08,Y,4.0
25.0,31920.0,MORTGAGE,8.0,MEDICAL,C,4500.0,10.704,0,0.14,Y,2.0
26.0,37000.0,RENT,2.0,VENTURE,A,2500.0,7.14,0,0.07,N,3.0
26.0,37225.0,RENT,4.0,PERSONAL,C,2500.0,11.764,0,0.07,N,3.0
26.0,31992.0,OTHER,0.0,VENTURE,A,6500.0,12.566,0,0.2,N,4.0
25.0,32000.0,RENT,1.0,MEDICAL,E,2500.0,16.45,1,0.08,Y,2.0
25.0,38060.0,RENT,9.0,DEBTCONSOLIDATION,B,2500.0,12.53,0,0.07,N,2.0
23.0,39200.0,RENT,1.0,EDUCATION,A,2500.0,7.74,0,0.06,N,3.0
23.0,32000.0,MORTGAGE,7.0,EDUCATION,B,10000.0,11.71,0,0.31,N,2.0
24.0,40000.0,RENT,6.0,PERSONAL,C,2500.0,15.27,0,0.06,N,3.0
25.0,40000.0,RENT,3.0,MEDICAL,B,2500.0,9.99,0,0.06,N,3.0
23.0,40000.0,RENT,0.0,DEBTCONSOLIDATION,B,2500.0,10.2,0,0.06,N,2.0
25.0,32000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5600.0,7.9,0,0.17,N,3.0
22.0,34000.0,RENT,2.0,HOMEIMPROVEMENT,C,2500.0,13.57,1,0.07,Y,3.0
22.0,35500.0,RENT,6.0,MEDICAL,D,2500.0,15.62,1,0.07,N,2.0
24.0,36000.0,RENT,2.0,HOMEIMPROVEMENT,D,2500.0,16.77,1,0.07,N,3.0
21.0,42000.0,RENT,5.0,MEDICAL,B,2500.0,9.99,0,0.06,N,2.0
22.0,32000.0,MORTGAGE,0.0,EDUCATION,A,1700.0,7.9,0,0.05,N,4.0
23.0,42000.0,RENT,0.0,EDUCATION,B,2500.0,11.49,0,0.06,N,2.0
23.0,42000.0,RENT,4.0,EDUCATION,C,2500.0,13.61,0,0.06,N,4.0
22.0,42000.0,RENT,0.0,VENTURE,C,2500.0,13.92,0,0.06,Y,3.0
25.0,36228.0,RENT,4.0,MEDICAL,A,2500.0,7.66,1,0.07,N,2.0
21.0,32000.0,MORTGAGE,4.0,PERSONAL,B,2500.0,11.71,1,0.08,N,3.0
21.0,42500.0,RENT,0.0,DEBTCONSOLIDATION,B,2500.0,9.687999999999999,0,0.06,N,2.0
26.0,43000.0,RENT,3.0,EDUCATION,C,2500.0,13.49,0,0.06,N,2.0
22.0,37000.0,RENT,2.0,HOMEIMPROVEMENT,D,2500.0,17.49,1,0.07,N,3.0
25.0,45000.0,RENT,5.0,MEDICAL,B,2500.0,12.69,0,0.06,N,4.0
21.0,32000.0,MORTGAGE,5.2,MEDICAL,A,8000.0,5.99,0,0.25,N,3.0
24.0,32000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6000.0,5.42,0,0.19,N,4.0
23.0,32000.0,MORTGAGE,4.0,EDUCATION,A,2000.0,5.99,0,0.06,N,2.0
22.0,45000.0,RENT,5.0,MEDICAL,C,2500.0,14.35,0,0.06,Y,2.0
26.0,46000.0,RENT,10.0,DEBTCONSOLIDATION,A,2500.0,8.49,0,0.05,N,4.0
26.0,46500.0,RENT,1.0,DEBTCONSOLIDATION,C,2500.0,14.72,0,0.05,Y,3.0
26.0,47004.0,RENT,9.0,MEDICAL,D,2500.0,15.65,0,0.05,Y,3.0
22.0,32000.0,MORTGAGE,3.0,EDUCATION,A,6000.0,8.49,0,0.19,N,2.0
24.0,48000.0,RENT,4.0,EDUCATION,C,2500.0,13.35,0,0.05,N,4.0
22.0,49500.0,RENT,7.0,MEDICAL,C,2500.0,14.27,0,0.05,Y,2.0
26.0,32000.0,MORTGAGE,4.0,EDUCATION,A,4900.0,5.99,0,0.15,N,3.0
22.0,45630.0,RENT,0.0,EDUCATION,E,2500.0,18.64,1,0.05,N,2.0
23.0,51873.0,RENT,2.0,VENTURE,A,2500.0,11.832,0,0.05,N,3.0
22.0,32000.0,MORTGAGE,5.0,EDUCATION,A,11050.0,7.49,0,0.35,N,2.0
26.0,52000.0,RENT,6.0,DEBTCONSOLIDATION,C,2500.0,14.82,0,0.05,Y,2.0
24.0,46180.0,RENT,1.0,VENTURE,C,2500.0,13.98,1,0.05,Y,3.0
25.0,54000.0,RENT,4.0,PERSONAL,C,2500.0,13.98,0,0.05,N,2.0
23.0,54000.0,RENT,7.0,EDUCATION,D,2500.0,16.32,0,0.05,Y,2.0
25.0,32000.0,MORTGAGE,3.0,PERSONAL,B,15000.0,11.11,0,0.47,N,4.0
22.0,54996.0,RENT,6.0,DEBTCONSOLIDATION,C,2500.0,14.35,0,0.05,Y,4.0
26.0,48996.0,RENT,8.0,DEBTCONSOLIDATION,D,2500.0,14.59,1,0.05,N,2.0
25.0,55000.0,RENT,4.0,PERSONAL,A,2500.0,7.88,0,0.05,N,2.0
22.0,55000.0,RENT,5.0,EDUCATION,B,2500.0,12.712,0,0.05,N,4.0
23.0,49000.0,RENT,1.0,DEBTCONSOLIDATION,F,2500.0,7.938,1,0.05,N,2.0
24.0,57600.0,RENT,8.0,EDUCATION,C,2500.0,14.72,0,0.04,Y,3.0
25.0,32000.0,MORTGAGE,7.0,PERSONAL,B,3250.0,10.74,1,0.1,N,2.0
23.0,59000.0,RENT,7.0,PERSONAL,D,2500.0,14.96,0,0.04,N,2.0
22.0,60000.0,RENT,5.0,DEBTCONSOLIDATION,C,2500.0,11.026,0,0.04,Y,4.0
25.0,60000.0,RENT,9.0,PERSONAL,A,2500.0,8.63,0,0.04,N,3.0
23.0,61000.0,RENT,3.0,DEBTCONSOLIDATION,A,2500.0,7.49,0,0.04,N,3.0
26.0,32000.0,MORTGAGE,7.0,VENTURE,C,4800.0,12.61,0,0.15,Y,3.0
25.0,32000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6250.0,11.49,0,0.2,N,3.0
23.0,63000.0,RENT,7.0,EDUCATION,C,2500.0,14.72,0,0.04,N,2.0
26.0,64000.0,RENT,3.0,MEDICAL,B,2500.0,10.99,0,0.04,N,3.0
25.0,65004.0,RENT,10.0,MEDICAL,B,2500.0,10.08,0,0.04,N,2.0
24.0,69996.0,RENT,3.0,DEBTCONSOLIDATION,B,2500.0,12.53,0,0.04,N,3.0
24.0,32000.0,MORTGAGE,4.0,VENTURE,B,3000.0,10.75,0,0.09,N,4.0
22.0,54400.0,RENT,6.0,MEDICAL,D,2500.0,16.49,1,0.04,Y,3.0
24.0,32000.0,MORTGAGE,7.0,VENTURE,A,4500.0,6.76,0,0.14,N,2.0
24.0,64000.0,RENT,4.0,HOMEIMPROVEMENT,B,2500.0,11.14,1,0.04,N,3.0
24.0,70082.0,RENT,5.0,VENTURE,C,2500.0,12.61,0,0.04,N,4.0
24.0,79800.0,RENT,8.0,HOMEIMPROVEMENT,B,2500.0,9.62,0,0.03,N,2.0
26.0,82400.0,RENT,10.0,VENTURE,C,2500.0,13.92,0,0.03,N,3.0
26.0,85000.0,RENT,1.0,EDUCATION,A,2500.0,8.59,0,0.03,N,2.0
23.0,92500.0,RENT,6.0,VENTURE,B,2500.0,10.74,0,0.03,N,3.0
24.0,32000.0,MORTGAGE,6.0,EDUCATION,A,12250.0,8.94,0,0.38,N,4.0
23.0,112995.0,RENT,7.0,VENTURE,A,2500.0,7.37,0,0.02,N,3.0
26.0,121000.0,RENT,2.0,EDUCATION,A,2500.0,7.66,0,0.02,N,4.0
26.0,200004.0,RENT,7.0,MEDICAL,C,2500.0,13.61,0,0.01,Y,2.0
23.0,10560.0,RENT,0.0,DEBTCONSOLIDATION,B,2800.0,9.99,1,0.27,N,4.0
23.0,13000.0,RENT,3.0,PERSONAL,D,2800.0,15.21,1,0.22,Y,2.0
25.0,13380.0,RENT,0.0,PERSONAL,D,2800.0,14.61,1,0.21,Y,2.0
22.0,14400.0,RENT,5.0,VENTURE,A,2800.0,6.54,1,0.19,N,3.0
22.0,32000.0,MORTGAGE,0.0,VENTURE,A,6950.0,7.74,0,0.22,N,3.0
21.0,14800.0,RENT,5.0,DEBTCONSOLIDATION,A,2800.0,8.0,1,0.19,N,3.0
26.0,15000.0,RENT,1.0,EDUCATION,D,2800.0,15.31,1,0.19,Y,4.0
23.0,32000.0,MORTGAGE,4.0,VENTURE,A,1200.0,7.68,0,0.04,N,4.0
21.0,15600.0,RENT,0.0,MEDICAL,A,2800.0,7.4,1,0.18,N,4.0
23.0,32000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15000.0,11.58,0,0.47,N,4.0
25.0,20800.0,RENT,0.0,HOMEIMPROVEMENT,D,2800.0,15.21,1,0.13,Y,4.0
21.0,32000.0,OWN,3.0,PERSONAL,E,4500.0,16.0,0,0.14,N,4.0
24.0,21168.0,RENT,3.0,VENTURE,C,2800.0,14.22,0,0.13,Y,4.0
22.0,23000.0,RENT,1.0,MEDICAL,F,2800.0,21.74,1,0.12,N,4.0
23.0,23760.0,RENT,2.0,DEBTCONSOLIDATION,B,2800.0,12.190000000000001,0,0.12,N,2.0
23.0,24000.0,RENT,2.0,MEDICAL,B,2800.0,11.49,1,0.12,N,4.0
25.0,32000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000.0,13.16,0,0.25,N,2.0
21.0,32000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4200.0,11.58,0,0.13,N,2.0
25.0,32000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2500.0,7.68,1,0.08,N,3.0
22.0,32000.0,MORTGAGE,2.0,MEDICAL,C,7500.0,13.124,0,0.23,Y,3.0
23.0,26500.0,RENT,1.0,EDUCATION,C,2800.0,12.29,0,0.11,N,3.0
22.0,27000.0,RENT,3.0,MEDICAL,A,2800.0,7.51,1,0.1,N,3.0
22.0,32000.0,OWN,1.0,MEDICAL,B,1200.0,9.96,0,0.04,N,2.0
23.0,32000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,2500.0,12.8,1,0.08,Y,3.0
23.0,28800.0,RENT,5.0,PERSONAL,B,2800.0,10.38,0,0.1,N,2.0
22.0,29376.0,RENT,1.0,EDUCATION,A,2800.0,7.43,0,0.1,N,4.0
26.0,30000.0,RENT,2.6,VENTURE,C,2800.0,14.65,0,0.09,Y,3.0
22.0,19200.0,RENT,3.0,MEDICAL,C,2850.0,15.27,0,0.15,Y,4.0
25.0,32004.0,MORTGAGE,3.8,MEDICAL,A,7200.0,5.42,0,0.22,N,4.0
25.0,32004.0,MORTGAGE,3.0,PERSONAL,A,22750.0,6.17,0,0.71,N,4.0
24.0,45000.0,RENT,3.0,MEDICAL,D,2850.0,11.86,0,0.06,N,2.0
23.0,32004.0,OWN,0.0,EDUCATION,E,9250.0,17.19,0,0.29,N,4.0
22.0,90000.0,RENT,5.0,VENTURE,A,2850.0,5.99,0,0.03,N,3.0
23.0,28000.0,RENT,2.0,VENTURE,C,2875.0,15.23,0,0.1,Y,3.0
25.0,36800.0,RENT,1.0,MEDICAL,C,2875.0,11.28,0,0.08,Y,4.0
22.0,32004.0,MORTGAGE,6.0,EDUCATION,A,10000.0,7.51,0,0.31,N,2.0
26.0,66000.0,RENT,0.0,DEBTCONSOLIDATION,A,2875.0,7.49,0,0.04,N,2.0
24.0,32004.0,MORTGAGE,5.0,VENTURE,C,14000.0,12.73,0,0.44,N,4.0
21.0,19000.0,RENT,0.0,PERSONAL,A,2900.0,8.0,0,0.15,N,2.0
26.0,31200.0,RENT,0.0,MEDICAL,B,2900.0,9.91,0,0.09,N,2.0
22.0,31500.0,RENT,3.0,DEBTCONSOLIDATION,D,2900.0,10.456,1,0.09,N,4.0
25.0,50000.0,RENT,0.0,EDUCATION,A,2900.0,8.0,0,0.06,N,4.0
22.0,27000.0,RENT,5.0,PERSONAL,B,2925.0,10.71,0,0.11,N,4.0
22.0,32004.0,MORTGAGE,6.0,EDUCATION,B,10000.0,10.83,0,0.31,N,3.0
22.0,32004.0,OWN,0.0,EDUCATION,A,6600.0,9.07,0,0.21,N,3.0
22.0,25000.0,RENT,0.0,VENTURE,B,2975.0,9.96,0,0.12,N,2.0
21.0,49800.0,RENT,6.0,EDUCATION,A,2975.0,7.9,0,0.06,N,2.0
22.0,32112.0,MORTGAGE,4.0,PERSONAL,C,15000.0,13.98,0,0.47,N,3.0
24.0,10000.0,RENT,8.0,PERSONAL,A,3000.0,7.9,1,0.3,N,3.0
23.0,32198.0,MORTGAGE,3.0,EDUCATION,B,1000.0,10.95,0,0.03,N,2.0
21.0,12000.0,RENT,5.0,EDUCATION,A,3000.0,8.9,1,0.25,N,4.0
21.0,12000.0,RENT,0.0,VENTURE,A,3000.0,7.88,1,0.25,N,3.0
23.0,13200.0,RENT,0.0,DEBTCONSOLIDATION,C,3000.0,13.778,1,0.23,N,3.0
21.0,32268.0,OWN,0.0,MEDICAL,A,8000.0,8.0,0,0.25,N,3.0
23.0,14000.0,RENT,4.0,VENTURE,A,3000.0,7.74,1,0.21,N,3.0
21.0,14400.0,RENT,2.0,MEDICAL,C,3000.0,13.43,1,0.21,Y,3.0
22.0,32352.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,1000.0,15.27,1,0.03,Y,2.0
21.0,14400.0,RENT,2.0,HOMEIMPROVEMENT,B,3000.0,9.63,1,0.21,N,2.0
23.0,32388.0,MORTGAGE,0.0,EDUCATION,B,6000.0,10.71,0,0.19,N,4.0
26.0,14400.0,RENT,1.0,VENTURE,B,3000.0,12.718,1,0.21,N,2.0
22.0,15000.0,RENT,3.0,EDUCATION,B,3000.0,9.91,1,0.2,N,3.0
22.0,15000.0,RENT,2.0,VENTURE,A,3000.0,7.51,1,0.2,N,4.0
22.0,32400.0,MORTGAGE,6.0,VENTURE,B,4200.0,10.99,0,0.13,N,4.0
25.0,32400.0,MORTGAGE,9.0,PERSONAL,C,10000.0,13.99,0,0.31,Y,3.0
22.0,32400.0,MORTGAGE,2.8,PERSONAL,A,5000.0,7.49,0,0.15,N,3.0
25.0,32400.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4800.0,7.29,0,0.15,N,4.0
22.0,32400.0,MORTGAGE,6.0,EDUCATION,A,3625.0,6.92,0,0.11,N,3.0
23.0,16080.0,RENT,0.8,DEBTCONSOLIDATION,D,3000.0,16.29,1,0.19,Y,2.0
21.0,32400.0,MORTGAGE,2.0,EDUCATION,A,10000.0,5.42,0,0.31,N,2.0
22.0,16320.0,RENT,0.0,HOMEIMPROVEMENT,C,3000.0,13.92,1,0.18,Y,4.0
26.0,17280.0,RENT,0.0,HOMEIMPROVEMENT,C,3000.0,10.553999999999998,1,0.17,N,4.0
25.0,17400.0,RENT,0.0,EDUCATION,B,3000.0,11.83,1,0.17,N,4.0
23.0,17520.0,RENT,5.0,DEBTCONSOLIDATION,B,3000.0,10.37,1,0.17,N,4.0
21.0,17916.0,RENT,1.0,MEDICAL,A,3000.0,6.0,1,0.17,N,3.0
23.0,18000.0,RENT,1.0,HOMEIMPROVEMENT,B,3000.0,11.71,1,0.17,N,4.0
21.0,18000.0,RENT,0.0,DEBTCONSOLIDATION,A,3000.0,7.9,1,0.17,N,2.0
22.0,32400.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5500.0,10.172,0,0.17,N,2.0
21.0,32400.0,MORTGAGE,5.0,PERSONAL,E,5000.0,16.0,1,0.15,N,2.0
24.0,18000.0,RENT,5.0,PERSONAL,C,3000.0,15.27,1,0.17,Y,2.0
23.0,18000.0,RENT,1.0,HOMEIMPROVEMENT,D,3000.0,15.99,1,0.17,Y,2.0
22.0,18000.0,RENT,0.0,MEDICAL,C,3000.0,13.99,1,0.17,Y,4.0
26.0,32450.0,MORTGAGE,5.0,MEDICAL,A,3250.0,6.99,0,0.1,N,4.0
22.0,18000.0,RENT,3.0,DEBTCONSOLIDATION,B,3000.0,10.59,1,0.17,N,3.0
23.0,18000.0,RENT,4.0,PERSONAL,C,3000.0,13.06,1,0.17,N,2.0
22.0,18000.0,RENT,2.0,VENTURE,B,3000.0,12.292,1,0.17,N,2.0
22.0,18000.0,RENT,1.0,PERSONAL,B,3000.0,11.86,1,0.17,N,2.0
25.0,32500.0,MORTGAGE,3.0,EDUCATION,A,12500.0,7.9,0,0.38,N,4.0
21.0,18008.0,RENT,1.0,MEDICAL,B,3000.0,9.7,1,0.17,N,2.0
22.0,32500.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2500.0,6.99,0,0.08,N,3.0
21.0,18864.0,RENT,0.0,HOMEIMPROVEMENT,B,3000.0,10.99,1,0.16,N,4.0
22.0,32500.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14500.0,11.99,0,0.45,N,4.0
22.0,19000.0,RENT,5.0,VENTURE,C,3000.0,13.06,1,0.16,N,2.0
23.0,19200.0,RENT,3.0,VENTURE,C,3000.0,12.99,1,0.16,Y,2.0
23.0,19200.0,RENT,0.0,PERSONAL,B,3000.0,9.99,1,0.16,N,3.0
24.0,32500.0,MORTGAGE,6.0,MEDICAL,C,6600.0,12.73,0,0.2,N,4.0
26.0,32500.0,MORTGAGE,8.0,MEDICAL,C,3000.0,13.22,0,0.09,N,4.0
26.0,32500.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3500.0,8.59,0,0.11,N,2.0
21.0,19200.0,RENT,0.0,PERSONAL,B,3000.0,10.99,1,0.16,N,2.0
22.0,19200.0,RENT,0.0,HOMEIMPROVEMENT,E,3000.0,11.190000000000001,1,0.16,Y,3.0
22.0,20000.0,RENT,2.0,EDUCATION,C,3000.0,13.11,0,0.15,N,4.0
21.0,20004.0,RENT,2.0,EDUCATION,B,3000.0,10.37,0,0.15,N,3.0
24.0,20004.0,RENT,3.0,VENTURE,C,3000.0,10.346,0,0.15,N,4.0
23.0,20800.0,RENT,0.0,DEBTCONSOLIDATION,B,3000.0,11.46,0,0.14,N,4.0
25.0,32760.0,MORTGAGE,6.0,VENTURE,B,6000.0,10.59,0,0.18,N,2.0
26.0,21000.0,RENT,3.0,PERSONAL,B,3000.0,10.59,0,0.14,N,2.0
23.0,21000.0,RENT,2.0,DEBTCONSOLIDATION,C,3000.0,12.68,0,0.14,Y,2.0
22.0,21600.0,RENT,2.0,EDUCATION,C,3000.0,13.49,0,0.14,N,3.0
21.0,32900.0,MORTGAGE,2.0,MEDICAL,B,3000.0,9.99,0,0.09,N,2.0
22.0,32968.0,OWN,6.0,EDUCATION,A,16500.0,8.9,0,0.5,N,4.0
24.0,22000.0,RENT,3.0,PERSONAL,B,3000.0,10.33,0,0.14,N,2.0
22.0,22800.0,RENT,3.0,MEDICAL,A,3000.0,6.62,0,0.13,N,3.0
22.0,23000.0,RENT,4.0,MEDICAL,A,3000.0,5.79,0,0.13,N,2.0
24.0,23000.0,RENT,0.0,EDUCATION,A,3000.0,8.0,0,0.13,N,3.0
22.0,33000.0,OWN,6.0,PERSONAL,B,12000.0,9.91,0,0.36,N,2.0
24.0,30000.0,RENT,2.0,EDUCATION,A,3000.0,6.03,0,0.1,N,3.0
22.0,30000.0,RENT,6.0,MEDICAL,B,3000.0,9.575999999999999,0,0.1,N,4.0
24.0,30000.0,RENT,4.0,DEBTCONSOLIDATION,E,3000.0,19.29,1,0.1,Y,2.0
24.0,30000.0,RENT,2.0,PERSONAL,A,3000.0,7.49,0,0.1,N,3.0
22.0,33000.0,MORTGAGE,6.0,VENTURE,B,8875.0,10.65,0,0.27,N,4.0
23.0,30000.0,RENT,2.0,VENTURE,A,3000.0,7.49,0,0.1,N,2.0
24.0,30000.0,RENT,1.0,PERSONAL,B,3000.0,10.37,0,0.1,N,2.0
23.0,30000.0,RENT,0.0,MEDICAL,A,3000.0,5.79,0,0.1,N,3.0
25.0,30000.0,RENT,3.0,DEBTCONSOLIDATION,C,3000.0,12.98,0,0.1,N,3.0
23.0,30000.0,RENT,3.0,MEDICAL,D,3000.0,15.2,1,0.1,Y,2.0
21.0,30000.0,RENT,5.0,PERSONAL,B,3000.0,9.62,0,0.1,N,4.0
25.0,30000.0,RENT,3.0,PERSONAL,C,3000.0,13.61,0,0.1,N,2.0
22.0,30000.0,RENT,3.0,PERSONAL,B,3000.0,11.12,0,0.1,N,3.0
21.0,30000.0,RENT,4.0,EDUCATION,D,3000.0,16.32,0,0.1,Y,3.0
